movie,budge,gross,comment_count,view_count,like_count,year
The Magnificent Seven,90000000.0,93432655.0,4030,12294396,25979,2016
Storks,70000000.0,72679278.0,2674,6695951,28214,2016
Bridget Joness Baby,35000000.0,24139805.0,1617,6352588,9454,2016
Snowden,50000000.0,21587519.0,1750,2518967,18308,2016
Blair Witch,10000000.0,20777061.0,3416,1123498,28536,2016
When the Bough Breaks,10000000.0,29747603.0,796,4185775,7712,2016
Robinson Crusoe,13000000.0,8005586.0,98,963016,999,2016
The Disappointments Room,15000000.0,2423467.0,1063,2820990,5884,2016
Kicks,10000000.0,150191.0,957,1158308,9498,2016
Sully,60000000.0,125070033.0,8470,15834093,59137,2016
Antibirth,2500000.0,0.0,46,108913,544,2016
Yoga Hosers,5000000.0,0.0,1275,1838968,7378,2016
Morgan,8000000.0,3915251.0,2126,6261623,12827,2016
The Light Between Oceans,20000000.0,12545979.0,329,1228607,4405,2016
Greater,9000000.0,2000093.0,207,824026,2573,2016
Mechanic: Resurrection,40000000.0,21218403.0,1731,10217896,33793,2016
Dont Breathe,10000000.0,89217875.0,10730,26021185,81164,2016
Hands of Stone,20000000.0,4712792.0,308,571576,1653,2016
Kubo and the Two Strings,55000000.0,48023088.0,560,3662570,6660,2016
Ben-Hur,95000000.0,26410477.0,4140,8187245,16452,2016
Ben-Hur,15000000.0,73000000.0,4140,8187245,16452,2016
War Dogs,50000000.0,43034523.0,2734,11890399,29450,2016
Sausage Party,19000000.0,97670358.0,7094,12058211,52807,2016
Florence Foster Jenkins,29000000.0,27383770.0,583,1966924,7064,2016
Hell or High Water,12000000.0,27007844.0,1073,5980146,9786,2016
Petes Dragon,65000000.0,76233151.0,4379,10725521,34095,2016
Petes Dragon,10000000.0,36000000.0,4379,10725521,34095,2016
Suicide Squad,175000000.0,325100054.0,80877,88265995,683720,2016
Operation Chromite,12700000.0,1022720.0,356,1532092,2714,2016
Jason Bourne,120000000.0,162192920.0,3020,11210502,34366,2016
The Land,1000000.0,43756.0,615,674041,5484,2016
Bad Moms,20000000.0,113257297.0,2290,14882196,19824,2016
Nerve,20000000.0,38583626.0,12418,34479307,176485,2016
Star Trek Beyond,185000000.0,158848340.0,3495,4313284,23556,2016
Dont Think Twice,3000000.0,4417983.0,204,1283452,2210,2016
Ice Age: Collision Course,105000000.0,64063008.0,2339,6465922,14890,2016
Lights Out,5000000.0,67268835.0,9745,22377033,76123,2016
Fight Valley,20000000.0,0.0,62,115638,220,2016
Hillarys America: The Secret History of the Democratic Party,5000000.0,13099931.0,918,400289,7555,2016
Ghostbusters,144000000.0,128350574.0,263926,45642090,307122,2016
Ghostbusters,30000000.0,242212467.0,263926,45642090,307122,2016
The Infiltrator,47500000.0,15436808.0,1256,4150838,10963,2016
Mike and Dave Need Wedding Dates,33000000.0,46009673.0,1197,8054459,19721,2016
The Dog Lover,2000000.0,0.0,74,155817,325,2016
The Secret Life of Pets,75000000.0,368384330.0,1910,9890339,25804,2016
Sultan,11000000.0,5599781.0,18202,43662640,219338,2016
The Legend of Tarzan,180000000.0,126643061.0,5258,14688333,53386,2016
The BFG,140000000.0,55483770.0,6025,9323357,30912,2016
The Purge: Election Year,10000000.0,79042440.0,8771,9474256,37215,2016
Independence Day: Resurgence,165000000.0,103144286.0,15035,26701694,95316,2016
The Neon Demon,7500000.0,1333124.0,4442,9800274,38442,2016
Hunt for the Wilderpeople,2500000.0,5205471.0,439,1786623,6315,2016
The Shallows,13000000.0,55121623.0,10821,22038239,73344,2016
Free State of Jones,50000000.0,20810036.0,1935,5646547,7383,2016
Swiss Army Man,3000000.0,4210454.0,10422,17829817,73137,2016
Finding Dory,200000000.0,486295561.0,1609,5083123,23541,2016
Central Intelligence,50000000.0,127440871.0,982,5037778,24316,2016
The Conjuring 2: The Enfield Poltergeist,40000000.0,102470008.0,7962,26762163,86551,2016
Now You See Me 2,90000000.0,65075540.0,2924,9631658,50010,2016
Genius,17000000.0,1361045.0,11501,27480978,172978,2016
Warcraft,160000000.0,47225655.0,24563,25692873,131370,2016
Popstar: Never Stop Never Stopping,20000000.0,9496130.0,890,2406436,11418,2016
Teenage Mutant Ninja Turtles: Out of the Shadows,135000000.0,82051601.0,3831,5597838,28841,2016
The Fits,170000.0,166425.0,35,150045,405,2016
Time to Choose,3500000.0,29233.0,19,25202,265,2016
Me Before You,20000000.0,56245075.0,10431,25520441,156400,2016
Alice Through the Looking Glass,170000000.0,77042381.0,4814,10233307,55644,2016
X-Men: Apocalypse,178000000.0,155442489.0,19307,20662595,130589,2016
Une Femme Marie,120000.0,0.0,5,44981,179,2016
The Angry Birds Movie,73000000.0,107509366.0,587,17126504,38414,2016
The Nice Guys,50000000.0,36261763.0,1071,8452640,17690,2016
Neighbors 2: Sorority Rising,35000000.0,55340730.0,1905,10282386,48068,2016
Money Monster,27000000.0,41012075.0,859,2379532,8456,2016
The Darkness,4000000.0,10753574.0,1813,5011859,10934,2016
Captain America: Civil War,250000000.0,408084349.0,12545,28597183,103509,2016
Code of Honor,8000000.0,0.0,169,461042,623,2016
Dheepan,9000000.0,248795.0,17,88429,335,2016
Keanu,15000000.0,20591853.0,490,2719063,9205,2016
Mothers Day,25000000.0,32492859.0,2284,11106215,42815,2016
The Man Who Knew Infinity,10000000.0,3877922.0,8185,14833097,140197,2016
Ratchet and Clank,20000000.0,8813410.0,6841,4799520,32191,2016
The Meddler,3200000.0,4267219.0,124,1037088,3093,2016
Compadres,3000000.0,3127773.0,244,1064925,3162,2016
A Hologram for the King,35000000.0,4212494.0,3392,3957089,10640,2016
Unsullied,1500000.0,510957.0,28,55633,83,2016
The Huntsman: Winters War,115000000.0,48003015.0,3770,8099129,33216,2016
The Jungle Book,175000000.0,364001123.0,3082,8291182,32144,2016
The Jungle Book,27000000.0,44342956.0,3082,8291182,32144,2016
Green Room,5000000.0,3220371.0,757,1318619,3863,2016
I Am Wrath,18000000.0,0.0,850,1470255,3586,2016
Criminal,31500000.0,14708696.0,506,3655789,4367,2016
Barbershop: The Next Cut,20000000.0,54030051.0,1294,3911640,13081,2016
Hardcore Henry,2000000.0,9252038.0,8433,19498334,68349,2016
The Boss,29000000.0,63077560.0,1568,7855566,31915,2016
The Invitation,1000000.0,231738.0,1356,3299144,4296,2016
Hush,1000000.0,0.0,4387,9240900,27008,2016
Gods Not Dead 2,5000000.0,20773069.0,16858,3393814,21163,2016
Meet the Blacks,900000.0,9097072.0,3355,7861769,34787,2016
Everybody Wants Some,10000000.0,3400278.0,854,2847210,7226,2016
Everybody Wants Some,10000000.0,3400278.0,854,2847210,7226,2016
Batman v Superman: Dawn of Justice,250000000.0,330360194.0,7482,11794706,54111,2016
Batman v Superman: Dawn of Justice,250000000.0,330360194.0,7482,11794706,54111,2016
My Big Fat Greek Wedding 2,18000000.0,59689605.0,848,5098536,7924,2016
My Big Fat Greek Wedding 2,18000000.0,59689605.0,848,5098536,7924,2016
The Lobster,4500000.0,9196278.0,744,2034004,9360,2016
The Lobster,4500000.0,9196278.0,744,2034007,9360,2016
Krisha,30000.0,144822.0,110,300438,863,2016
Krisha,30000.0,144822.0,110,300440,863,2016
The Bronze,3500000.0,615816.0,315,1030646,2651,2016
The Bronze,3500000.0,615816.0,315,1030647,2651,2016
The Divergent Series: Allegiant,110000000.0,66184051.0,4788,8423144,34156,2016
The Divergent Series: Allegiant,110000000.0,66184051.0,4788,8423148,34156,2016
Midnight Special,18000000.0,3712282.0,907,3804897,8443,2016
Midnight Special,18000000.0,3712282.0,907,3804902,8443,2016
Miracles from Heaven,13000000.0,61705123.0,5340,9471930,57030,2016
Miracles from Heaven,13000000.0,61705123.0,5340,9471946,57030,2016
The Hatching,5000000.0,0.0,1,3949,13,2016
The Hatching,5000000.0,0.0,1,3949,13,2016
"Hello, My Name is Doris",1000000.0,14444999.0,796,2979825,13958,2016
"Hello, My Name is Doris",1000000.0,14444999.0,796,2979825,13958,2016
10 Cloverfield Lane,5000000.0,72082999.0,6791,10153984,34211,2016
10 Cloverfield Lane,5000000.0,72082999.0,6791,10153987,34211,2016
The Perfect Match,5000000.0,9669521.0,1146,6948995,25993,2016
The Perfect Match,5000000.0,9669521.0,1146,6948995,25993,2016
The Young Messiah,16800000.0,6469813.0,3711,2306946,8230,2016
Eye in the Sky,13000000.0,18704596.0,1481,3834842,7297,2016
Creative Control,1000000.0,63014.0,114,269638,478,2016
The Brothers Grimsby,35000000.0,6864016.0,1145,7089057,17471,2016
Out of the Inferno,19000000.0,0.0,1,8693,21,2016
Savva. Serdtse voyna,30000000.0,0.0,4,22579,52,2016
London Has Fallen,60000000.0,62524260.0,6075,14009995,38774,2016
Whiskey Tango Foxtrot,35000000.0,23083334.0,853,2650781,10156,2016
They Will Have to Kill Us First,600000.0,0.0,13,62228,324,2016
Zootopia,150000000.0,341268248.0,11209,21749680,75759,2016
The Other Side of the Door,5000000.0,3000342.0,1464,4783968,10860,2016
1982,1000000.0,0.0,1791,4657349,11690,2016
Triple 9,20000000.0,12639297.0,942,6571649,12045,2016
Eddie the Eagle,23000000.0,15789389.0,697,5173638,9972,2016
Gods of Egypt,140000000.0,31153464.0,23380,25600850,69685,2016
Forsaken,18000000.0,0.0,15420,3116499,62904,2016
Race,5000000.0,19115191.0,400,791295,2192,2016
Risen,20000000.0,36880033.0,3183,2748753,6695,2016
Mei Ren Yu,60720000.0,3229457.0,11,156989,133,2016
The Witch,3500000.0,25138705.0,5832,16838047,43343,2016
Deadpool,58000000.0,363070709.0,5817,34511435,123883,2016
Zoolander 2,50000000.0,28848693.0,8855,21940413,83600,2016
The Little Prince,77500000.0,1311213.0,3549,5115737,40676,2016
How to be Single,37000000.0,46843513.0,1733,9325154,42888,2016
Pride and Prejudice and Zombies,28000000.0,10907291.0,3587,9719575,32772,2016
Misconduct,11000000.0,0.0,303,1692483,3016,2016
"Hail, Caesar!",22000000.0,30080225.0,2255,10793239,22415,2016
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000.0,709982.0,2,48524,17,2016
The Rise of the Krays,2500000.0,0.0,352,776068,527,2016
Jane Got a Gun,25000000.0,1513793.0,378,776631,3355,2016
Fifty Shades of Black,5000000.0,11686940.0,6306,17415544,91675,2016
Kung Fu Panda 3,140000000.0,143528619.0,1752,25282288,91495,2016
The Finest Hours,70000000.0,27569558.0,1000,8293223,9624,2016
The 5th Wave,38000000.0,34912982.0,7191,17181961,62878,2016
Zhuo yao ji,56000000.0,32766.0,307,1896997,6517,2016
The Boy,10000000.0,35819556.0,6953,14995135,52702,2016
Dirty Grandpa,11500000.0,35593113.0,2093,14482006,46437,2016
Yip Man 3,36000000.0,2679437.0,491,2277900,5281,2016
Eden,2300000.0,0.0,322,658421,1364,2016
Sharkskin,2100000.0,0.0,2,730,4,2016
13 Hours: The Secret Soldiers of Benghazi,50000000.0,52853219.0,3727,6394274,14997,2016
The Lady in the Van,6000000.0,10021175.0,448,1719140,6604,2016
Ride Along 2,40000000.0,90862685.0,2579,14863533,48871,2016
Norm of the North,18000000.0,17062499.0,0,2382637,0,2016
The Masked Saint,3500000.0,182695.0,8,49350,139,2016
The Forest,10000000.0,26594261.0,2644,6716059,20913,2016
Adulterers,750000.0,0.0,218,393836,989,2016
